name,company,company_size,field,workarea,salary,background,education
研发总监,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,50k-75k,5-10年,本科
工业设计师 (MJ001068),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",深圳,18k-25k,不限,不限
产品经理（食品品类） (MJ001070),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-30k,3-5年,本科
智能硬件算法工程师,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,35k-50k,3-5年,本科
食品QA经理 (MJ001076),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-30k,3-5年,本科
大数据运维工程师,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
Java 开发工程师 (MJ001051),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-35k,1-3年,本科
Java 架构师（基础架构） (MJ000904),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,30k-60k,5-10年,本科
高级 Java 开发工程师 (MJ000854),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
供应链产品经理 (MJ000643),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,25k-40k,5-10年,本科
高级销售经理-北京 (MJ000551),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,14k-25k,3-5年,不限
高级嵌入式开发工程师 (MJ000775),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",深圳,30k-40k,5-10年,不限
高级销售经理-上海 (MJ000549),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",上海,15k-20k,3-5年,不限
高级销售经理-上海 (MJ000549),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",上海,15k-20k,3-5年,不限
SRE应用运维工程师 (MJ000905),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-30k,3-5年,本科
测试工程师 (MJ000857),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,13k-25k,5-10年,本科
产品运营,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-25k,1-3年,本科
高级 iOS 开发工程师 (MJ000890),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,30k-40k,5-10年,本科
数据开发工程师 (MJ000594),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
研发经理 (MJ000990),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,40k-70k,5-10年,不限
数据产品经理 (MJ001043),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-30k,3-5年,本科
内容运营总监,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,45k-70k,10年以上,本科
测试实习生,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,2k-4k,应届毕业生,本科
嵌入式开发工程师,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",深圳,30k-40k,3-5年,本科
音视频研发工程师（C/C++）,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,25k-40k,3-5年,本科
供应链产品经理,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,23k-40k,3-5年,本科
活动运营 (MJ001074),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-25k,3-5年,本科
HRBP（资深）,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-30k,5-10年,本科
业务培训师,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,3-5年,本科
社群策略运营,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,3-5年,本科
高级学科运营,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,20k-40k,3-5年,本科
学科运营,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-30k,1-3年,本科
数据分析经理,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,20k-30k,5-10年,本科
课程产品设计,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,3-5年,本科
课程产品策略,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-30k,3-5年,本科
短视频运营（微信视频号方向）,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,3-5年,本科
社群用户增长,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,3-5年,本科
公众号运营,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-20k,3-5年,本科
内容创作（理科）,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,1-3年,本科
数学内容创作,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,1-3年,本科
前端开发工程师,集好家(苏州)科技有限公司,15-50人,物联网,郑州,5k-6k,1-3年,大专
短视频编导（微信视频号方向 ）,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,3-5年,本科
微信公众号运营,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-25k,3-5年,本科
招聘顾问,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,15k-30k,5-10年,本科
法律风控,北京丽兹行房地产顾问有限公司,500-2000人,"企业服务,广告营销",北京,12k-15k,1-3年,本科
高级运营经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,15k-25k,3-5年,本科
高级java开发工程师,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,20k-30k,5-10年,本科
java开发工程师,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,15k-25k,3-5年,本科
新媒体运营,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,10k-20k,3-5年,本科
法务主管（涉外）,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,12k-18k,3-5年,本科
高级产品经理(商户服务),深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,20k-35k,5-10年,本科
文控专员,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,6k-8k,1-3年,大专
组织发展主管/经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,15k-25k,3-5年,本科
AI算法工程师（计算机视觉）,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,20k-40k,1-3年,硕士
APP渠道推广经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,15k-25k,1-3年,本科
档案管理员 (MJ000030),深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,10k-15k,3-5年,本科
web前端开发工程师,北京人机意科技有限公司,50-150人,硬件,北京,15k-25k,3-5年,本科
招聘顾问,北京三快在线科技有限公司,2000人以上,消费生活,北京,20k-40k,5-10年,本科
web前端开发工程师,北京人机意科技有限公司,50-150人,硬件,北京,15k-25k,3-5年,本科
招聘顾问,北京三快在线科技有限公司,2000人以上,消费生活,北京,20k-40k,5-10年,本科
中级运维工程师,上海海万信息科技股份有限公司,500-2000人,"移动互联网,金融",上海,10k-16k,1-3年,本科
行政助理兼前台,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",北京,5k-7k,不限,大专
产品经理,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",北京,15k-25k,3-5年,本科
战略经理,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",北京,15k-25k,3-5年,本科
运营专员（偏产品运营）,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",北京,6k-10k,应届毕业生,本科
h5前端开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",广州,12k-15k,3-5年,大专
android开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",广州,15k-30k,3-5年,本科
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,厦门,12k-24k,不限,本科
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,福州,12k-24k,不限,本科
大客户广告销售顾问-婚纱摄影行业,北京字节跳动科技有限公司,2000人以上,文娱丨内容,福州,10k-20k,不限,大专
智能服务高级经理/专家,唯品会（中国）有限公司,2000人以上,电商,广州,18k-36k,3-5年,本科
流程管理师,唯品会（中国）有限公司,2000人以上,电商,广州,9k-14k,3-5年,本科
产品经理（电商客服系统）,唯品会（中国）有限公司,2000人以上,电商,广州,20k-40k,3-5年,本科
高级java开发工程师,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,20k-30k,5-10年,本科
java开发工程师,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,15k-25k,3-5年,本科
新媒体运营,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,10k-20k,3-5年,本科
法务主管（涉外）,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,12k-18k,3-5年,本科
高级产品经理(商户服务),深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,20k-35k,5-10年,本科
文控专员,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,6k-8k,1-3年,大专
组织发展主管/经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,15k-25k,3-5年,本科
AI算法工程师（计算机视觉）,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,20k-40k,1-3年,硕士
APP渠道推广经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,15k-25k,1-3年,本科
档案管理员 (MJ000030),深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,10k-15k,3-5年,本科
web前端开发工程师,北京人机意科技有限公司,50-150人,硬件,北京,15k-25k,3-5年,本科
招聘顾问,北京三快在线科技有限公司,2000人以上,消费生活,北京,20k-40k,5-10年,本科
项目申报,上海及未科技有限公司,150-500人,"移动互联网,金融",上海,10k-16k,3-5年,本科
高级产品经理 SDK,上海娱公信息科技有限公司,150-500人,"游戏,社交",上海,25k-50k,3-5年,本科
视频设计师,上海娱公信息科技有限公司,150-500人,"游戏,社交",上海,8k-15k,1-3年,大专
品牌经理,上海娱公信息科技有限公司,150-500人,"游戏,社交",上海,15k-30k,3-5年,大专
【2021届秋招】算法工程师,广州汇量信息科技有限公司,500-2000人,广告营销,广州,18k-30k,应届毕业生,本科
【2021届秋招】基础架构研发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,北京,18k-30k,应届毕业生,本科
【2021届秋招】产品运营（北京）,广州汇量信息科技有限公司,500-2000人,广告营销,北京,8k-12k,应届毕业生,本科
【2021届秋招】产品运营（广州）,广州汇量信息科技有限公司,500-2000人,广告营销,广州,7k-10k,应届毕业生,本科
【2021届秋招】前端开发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,广州,10k-15k,应届毕业生,本科
【2021届秋招】Go后端开发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,广州,15k-18k,应届毕业生,本科
【2021届秋招】后端开发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,北京,17k-22k,应届毕业生,本科
【2021届秋招】Java/PHP开发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,广州,15k-18k,应届毕业生,本科
游戏视频设计师,上海娱公信息科技有限公司,150-500人,"游戏,社交",上海,10k-18k,3-5年,本科
行政助理兼前台,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",北京,5k-7k,不限,大专
产品经理,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",北京,15k-25k,3-5年,本科
战略经理,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",北京,15k-25k,3-5年,本科
运营专员（偏产品运营）,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",北京,6k-10k,应届毕业生,本科
h5前端开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",广州,12k-15k,3-5年,大专
h5前端开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",广州,12k-15k,3-5年,大专
android开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",广州,15k-30k,3-5年,本科
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,厦门,12k-24k,不限,本科
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,福州,12k-24k,不限,本科
大客户广告销售顾问-婚纱摄影行业,北京字节跳动科技有限公司,2000人以上,文娱丨内容,福州,10k-20k,不限,大专
智能服务高级经理/专家,唯品会（中国）有限公司,2000人以上,电商,广州,18k-36k,3-5年,本科
流程管理师,唯品会（中国）有限公司,2000人以上,电商,广州,9k-14k,3-5年,本科
产品经理（电商客服系统）,唯品会（中国）有限公司,2000人以上,电商,广州,20k-40k,3-5年,本科
投诉处理顾问(025084),唯品会（中国）有限公司,2000人以上,电商,广州,8k-16k,3-5年,本科
高级数据分析师,唯品会（中国）有限公司,2000人以上,电商,广州,12k-24k,3-5年,本科
